"prompt","answer"
"List the first year first semester courses for Facultyoftourism","In the first year first semester of Facultyoftourism, you will study:

First Year - First Semester Courses:
THM111, Introduction to Tourism, Credit: 3, ECTS: 6
THM115, Introduction to Business, Credit: 3, ECTS: 6
THM131, Math for Hospitality Industry, Credit: 3, ECTS: 5
THM161, Introduction to Computer, Credit: 3, ECTS: 4
ENG101, English I, Credit: 3, ECTS: 6
LANG101, Elective Language I, Credit: 3, ECTS: 3
AIT101, History of Turkish Reforms, Credit: 0, ECTS: 2

Total: Credits: 18, ECTS: 30"
"What courses will I take in first year second semester of Facultyoftourism?","In the first year second semester of Facultyoftourism, you will study:

First Year - Second Semester Courses:
THM123, Lodging Operations, Credit: 3, ECTS: 6
THM126, Introduction to Economics, Credit: 3, ECTS: 4
THM142, Nutrition & Sanitation, Credit: 3, ECTS: 5
THM146, Front Office Management, Credit: 3, ECTS: 4
ENG102, English II, Credit: 3, ECTS: 6
LANG102, Elective Language II, Credit: 3, ECTS: 3

Total: Credits: 18, ECTS: 30

Summer Training:
THM100, Summer Training I, Credit: 0, ECTS: 12"
"List the first year second semester courses for Facultyoftourism","In the first year second semester of Facultyoftourism, you will study:

First Year - Second Semester Courses:
THM123, Lodging Operations, Credit: 3, ECTS: 6
THM126, Introduction to Economics, Credit: 3, ECTS: 4
THM142, Nutrition & Sanitation, Credit: 3, ECTS: 5
THM146, Front Office Management, Credit: 3, ECTS: 4
ENG102, English II, Credit: 3, ECTS: 6
LANG102, Elective Language II, Credit: 3, ECTS: 3

Total: Credits: 18, ECTS: 30

Summer Training:
THM100, Summer Training I, Credit: 0, ECTS: 12"
"What courses will I take in second year first semester of Facultyoftourism?","In the second year first semester of Facultyoftourism, you will study:

Second Year - First Semester Courses:
THM221, Travel & Tour Operations, Credit: 3, ECTS: 6
THM241, Food Production, Credit: 3, ECTS: 5
THM244, Housekeeping Management, Credit: 3, ECTS: 5
THM261, Fidelio, Credit: 3, ECTS: 5
ENG201, English III, Credit: 3, ECTS: 6
LANG201, Elective Language III, Credit: 3, ECTS: 3

Total: Credits: 18, ECTS: 30"
"List the second year first semester courses for Facultyoftourism","In the second year first semester of Facultyoftourism, you will study:

Second Year - First Semester Courses:
THM221, Travel & Tour Operations, Credit: 3, ECTS: 6
THM241, Food Production, Credit: 3, ECTS: 5
THM244, Housekeeping Management, Credit: 3, ECTS: 5
THM261, Fidelio, Credit: 3, ECTS: 5
ENG201, English III, Credit: 3, ECTS: 6
LANG201, Elective Language III, Credit: 3, ECTS: 3

Total: Credits: 18, ECTS: 30"
"What courses will I take in second year second semester of Facultyoftourism?","In the second year second semester of Facultyoftourism, you will study:

Second Year - Second Semester Courses:
THM243, Introduction to Marketing, Credit: 3, ECTS: 5
THM246, Amadeus, Credit: 3, ECTS: 6
THM253, Financial Accounting, Credit: 3, ECTS: 4
THM264, Food & Beverage Management, Credit: 3, ECTS: 6
ENG202, English IV, Credit: 3, ECTS: 6
LANG202, Elective Language IV, Credit: 3, ECTS: 3

Total: Credits: 18, ECTS: 30"
"List the second year second semester courses for Facultyoftourism","In the second year second semester of Facultyoftourism, you will study:

Second Year - Second Semester Courses:
THM243, Introduction to Marketing, Credit: 3, ECTS: 5
THM246, Amadeus, Credit: 3, ECTS: 6
THM253, Financial Accounting, Credit: 3, ECTS: 4
THM264, Food & Beverage Management, Credit: 3, ECTS: 6
ENG202, English IV, Credit: 3, ECTS: 6
LANG202, Elective Language IV, Credit: 3, ECTS: 3

Total: Credits: 18, ECTS: 30"
"What courses will I take in third year first semester of Facultyoftourism?","In the third year first semester of Facultyoftourism, you will study:

Third Year - First Semester Courses:
THM310, Organizational Behavior, Credit: 3, ECTS: 6
THM315, Tourism Economy, Credit: 3, ECTS: 6
THM317, Tourism & Environment, Credit: 3, ECTS: 6
THM318, Cost Control, Credit: 3, ECTS: 6
THM319, Special Interest Tourism, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30"
"List the third year first semester courses for Facultyoftourism","In the third year first semester of Facultyoftourism, you will study:

Third Year - First Semester Courses:
THM310, Organizational Behavior, Credit: 3, ECTS: 6
THM315, Tourism Economy, Credit: 3, ECTS: 6
THM317, Tourism & Environment, Credit: 3, ECTS: 6
THM318, Cost Control, Credit: 3, ECTS: 6
THM319, Special Interest Tourism, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30"
"What courses will I take in third year second semester of Facultyoftourism?","In the third year second semester of Facultyoftourism, you will study:

Third Year - Second Semester Courses:
THM321, Human Resources Management, Credit: 3, ECTS: 6
THM328, Hospitality Marketing, Credit: 3, ECTS: 6
THM340, Event & Conference Management, Credit: 3, ECTS: 6
THM346, Research Methods, Credit: 3, ECTS: 6
THM351, Interbusiness, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30

Summer Training:
THM200, Summer Training II, Credit: 0, ECTS: 12"
"List the third year second semester courses for Facultyoftourism","In the third year second semester of Facultyoftourism, you will study:

Third Year - Second Semester Courses:
THM321, Human Resources Management, Credit: 3, ECTS: 6
THM328, Hospitality Marketing, Credit: 3, ECTS: 6
THM340, Event & Conference Management, Credit: 3, ECTS: 6
THM346, Research Methods, Credit: 3, ECTS: 6
THM351, Interbusiness, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30

Summer Training:
THM200, Summer Training II, Credit: 0, ECTS: 12"
"What courses will I take in fourth year first semester of Facultyoftourism?","In the fourth year first semester of Facultyoftourism, you will study:

Fourth Year - First Semester Courses:
THM411, Tourism Policy & Planning, Credit: 3, ECTS: 6
THM417, Fundamentals of Finance, Credit: 3, ECTS: 6
THM420, Consumer Behavior in Tourism, Credit: 3, ECTS: 6
THM422, Sociology of Tourism, Credit: 3, ECTS: 6
THM426, Strategic Management, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30"
"List the fourth year first semester courses for Facultyoftourism","In the fourth year first semester of Facultyoftourism, you will study:

Fourth Year - First Semester Courses:
THM411, Tourism Policy & Planning, Credit: 3, ECTS: 6
THM417, Fundamentals of Finance, Credit: 3, ECTS: 6
THM420, Consumer Behavior in Tourism, Credit: 3, ECTS: 6
THM422, Sociology of Tourism, Credit: 3, ECTS: 6
THM426, Strategic Management, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30"
"What courses will I take in fourth year second semester of Facultyoftourism?","In the fourth year second semester of Facultyoftourism, you will study:

Fourth Year - Second Semester Courses:
Technical Elective I, Credit: 3, ECTS: 6
Technical Elective II, Credit: 3, ECTS: 6
Technical Elective III, Credit: 3, ECTS: 6
Technical Elective IV, Credit: 3, ECTS: 6
Technical Elective V, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30"
"List the fourth year second semester courses for Facultyoftourism","In the fourth year second semester of Facultyoftourism, you will study:

Fourth Year - Second Semester Courses:
Technical Elective I, Credit: 3, ECTS: 6
Technical Elective II, Credit: 3, ECTS: 6
Technical Elective III, Credit: 3, ECTS: 6
Technical Elective IV, Credit: 3, ECTS: 6
Technical Elective V, Credit: 3, ECTS: 6

Total: Credits: 15, ECTS: 30"
"What career opportunities are available after graduating from Facultyoftourism?","Career Opportunities for Tourism Graduates:
Hotel and Resort Management:
- Hotel Manager
- Resort Manager
- Front Office Manager
- Housekeeping Manager
- Food and Beverage Manager

Tourism Operations:
- Tour Operator
- Travel Agency Manager
- Destination Manager
- Event and Conference Manager
- MICE Coordinator

Hospitality Services:
- Restaurant Manager
- Catering Manager
- Cruise Ship Hotel Manager
- Airline Cabin Services Manager
- Hospitality Consultant

Tourism Development and Marketing:
- Tourism Marketing Manager
- Tourism Development Officer
- Tourism Policy Planner
- Sustainable Tourism Coordinator
- Cultural Tourism Manager

Other Opportunities:
- Tourism Researcher
- Academic Career
- Tourism Entrepreneur
- Tourism Project Manager
- Customer Experience Manager"
"What jobs can I get with a Facultyoftourism degree?","Career Opportunities for Tourism Graduates:
Hotel and Resort Management:
- Hotel Manager
- Resort Manager
- Front Office Manager
- Housekeeping Manager
- Food and Beverage Manager

Tourism Operations:
- Tour Operator
- Travel Agency Manager
- Destination Manager
- Event and Conference Manager
- MICE Coordinator

Hospitality Services:
- Restaurant Manager
- Catering Manager
- Cruise Ship Hotel Manager
- Airline Cabin Services Manager
- Hospitality Consultant

Tourism Development and Marketing:
- Tourism Marketing Manager
- Tourism Development Officer
- Tourism Policy Planner
- Sustainable Tourism Coordinator
- Cultural Tourism Manager

Other Opportunities:
- Tourism Researcher
- Academic Career
- Tourism Entrepreneur
- Tourism Project Manager
- Customer Experience Manager"
"What can I do after graduating from Facultyoftourism?","Career Opportunities for Tourism Graduates:
Hotel and Resort Management:
- Hotel Manager
- Resort Manager
- Front Office Manager
- Housekeeping Manager
- Food and Beverage Manager

Tourism Operations:
- Tour Operator
- Travel Agency Manager
- Destination Manager
- Event and Conference Manager
- MICE Coordinator

Hospitality Services:
- Restaurant Manager
- Catering Manager
- Cruise Ship Hotel Manager
- Airline Cabin Services Manager
- Hospitality Consultant

Tourism Development and Marketing:
- Tourism Marketing Manager
- Tourism Development Officer
- Tourism Policy Planner
- Sustainable Tourism Coordinator
- Cultural Tourism Manager

Other Opportunities:
- Tourism Researcher
- Academic Career
- Tourism Entrepreneur
- Tourism Project Manager
- Customer Experience Manager"
"What elective courses are available in the Facultyoftourism program?","The Facultyoftourism program offers the following elective courses:

First Year - First Semester Courses:
THM111, Introduction to Tourism, Credit: 3, ECTS: 6
THM115, Introduction to Business, Credit: 3, ECTS: 6
THM131, Math for Hospitality Industry, Credit: 3, ECTS: 5
THM161, Introduction to Computer, Credit: 3, ECTS: 4
ENG101, English I, Credit: 3, ECTS: 6
LANG101, Elective Language I, Credit: 3, ECTS: 3
AIT101, History of Turkish Reforms, Credit: 0, ECTS: 2

Total: Credits: 18, ECTS: 30"
"Tell me about elective courses for Facultyoftourism","The Facultyoftourism program offers the following elective courses:

First Year - First Semester Courses:
THM111, Introduction to Tourism, Credit: 3, ECTS: 6
THM115, Introduction to Business, Credit: 3, ECTS: 6
THM131, Math for Hospitality Industry, Credit: 3, ECTS: 5
THM161, Introduction to Computer, Credit: 3, ECTS: 4
ENG101, English I, Credit: 3, ECTS: 6
LANG101, Elective Language I, Credit: 3, ECTS: 3
AIT101, History of Turkish Reforms, Credit: 0, ECTS: 2

Total: Credits: 18, ECTS: 30"
"How long is the Facultyoftourism program?","Faculty of Tourism Bachelor Curriculum Overview
Main website link: https://turizm.neu.edu.tr/?lang=en
Course scheduling link: https://turizm.neu.edu.tr/course-registration/time-table/?lang=en
Curriculum link: https://neu.edu.tr/wp-content/uploads/2020/09/03/tourism-and-hotel-management-03.09.2020.pdf

Degree: Bachelor of Tourism and Hotel Management
Program Duration: 4 years (8 semesters)
Language of Instruction: English"
"What is the duration of Facultyoftourism studies?","Faculty of Tourism Bachelor Curriculum Overview
Main website link: https://turizm.neu.edu.tr/?lang=en
Course scheduling link: https://turizm.neu.edu.tr/course-registration/time-table/?lang=en
Curriculum link: https://neu.edu.tr/wp-content/uploads/2020/09/03/tourism-and-hotel-management-03.09.2020.pdf

Degree: Bachelor of Tourism and Hotel Management
Program Duration: 4 years (8 semesters)
Language of Instruction: English"
"What are the focus areas of Facultyoftourism?","Tourism and Hotel Management Program Summary:
Total Program Duration: 4 years (8 semesters)
Total Credits: 132
Total ECTS: 264
Degree: Bachelor of Tourism and Hotel Management
Language of Instruction: English

Program Structure:
- 8 academic semesters
- 2 summer training periods (THM100, THM200)
- 4 years of language education (English + elective language)
- 5 technical elective courses in final semester

Key Focus Areas:
- Tourism Management and Operations
- Hospitality and Hotel Management
- Food and Beverage Management
- Tourism Marketing and Economics
- Tourism Planning and Development
- Human Resources and Organizational Behavior
- Financial Management in Tourism

Special Features:
- Practical training with industry software (Fidelio, Amadeus)
- Two mandatory summer training periods
- Continuous language education throughout the program
- Technical specialization in final semester
- Industry-oriented curriculum"
