prompt,messages,category
What courses will I take in first year first semester of Architecturedepartment?,"[{""content"": ""What courses will I take in first year first semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the first year first semester of Architecturedepartment, you will study:\n\nFirst Year - Fall Semester Courses (Year One or 1 First Semester):\nIAR101, Basics Of Interior Design I, Credits: 6\nIAR103, Colour Theory And Presentation, Credits: 3\nIAR105, Visual Communication-Technical Drawing, Credits: 3\nIAR107, Freehand Drawing, Credits: 3\nIAR109, Introduction of Concepts of Interior Architecture, Credits: 3\nENG101, Foreign Language I, Credits: 3\nTUR/YIT101, Turkish Language I, Credits: 2\nCAM100, Campus Orientation, Credits: 0"", ""role"": ""assistant""}]",Course Information
List the first year first semester courses for Architecturedepartment,"[{""content"": ""List the first year first semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the first year first semester of Architecturedepartment, you will study:\n\nFirst Year - Fall Semester Courses (Year One or 1 First Semester):\nIAR101, Basics Of Interior Design I, Credits: 6\nIAR103, Colour Theory And Presentation, Credits: 3\nIAR105, Visual Communication-Technical Drawing, Credits: 3\nIAR107, Freehand Drawing, Credits: 3\nIAR109, Introduction of Concepts of Interior Architecture, Credits: 3\nENG101, Foreign Language I, Credits: 3\nTUR/YIT101, Turkish Language I, Credits: 2\nCAM100, Campus Orientation, Credits: 0"", ""role"": ""assistant""}]",Curriculum
What courses will I take in first year second semester of Architecturedepartment?,"[{""content"": ""What courses will I take in first year second semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the first year second semester of Architecturedepartment, you will study:\n\nFirst Year - Spring Semester Courses (Year One or 1 Second Semester):\nIAR102, Basics of Interior Design II, Credits: 6\nIAR104, Space Planning, Credits: 3\nIAR106, Descriptive Geometry, Credits: 3\nGCE/GEC000, University Elective, Credits: 2\nENG102, Foreign Language II, Credits: 3\nTUR/YIT102, Turkish Language II, Credits: 2\nINAR100, Summer Training I: Construction, Credits: 0\nCAR100, Carrier Planning, Credits: 0"", ""role"": ""assistant""}]",Course Information
List the first year second semester courses for Architecturedepartment,"[{""content"": ""List the first year second semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the first year second semester of Architecturedepartment, you will study:\n\nFirst Year - Spring Semester Courses (Year One or 1 Second Semester):\nIAR102, Basics of Interior Design II, Credits: 6\nIAR104, Space Planning, Credits: 3\nIAR106, Descriptive Geometry, Credits: 3\nGCE/GEC000, University Elective, Credits: 2\nENG102, Foreign Language II, Credits: 3\nTUR/YIT102, Turkish Language II, Credits: 2\nINAR100, Summer Training I: Construction, Credits: 0\nCAR100, Carrier Planning, Credits: 0"", ""role"": ""assistant""}]",Curriculum
What courses will I take in second year first semester of Architecturedepartment?,"[{""content"": ""What courses will I take in second year first semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the second year first semester of Architecturedepartment, you will study:\n\nSecond Year - Fall Semester Courses (Year Two or 2 First Semester):\nIAR201, Interior Design Studio I, Credits: 6\nIAR203, Digital Presentation Techniques II, Credits: 3\nIAR205, Environmental Design, Credits: 3\nIAR207, Construction and Materials I, Credits: 3\nIAR209, History of Interior Architecture and Furniture, Credits: 3\nIAR211, Preservation of Historic Interiors: History And Theory, Credits: 4\nIAR213, Human Factors And Ergonomics in Interior Design, Credits: 3"", ""role"": ""assistant""}]",Course Information
List the second year first semester courses for Architecturedepartment,"[{""content"": ""List the second year first semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the second year first semester of Architecturedepartment, you will study:\n\nSecond Year - Fall Semester Courses (Year Two or 2 First Semester):\nIAR201, Interior Design Studio I, Credits: 6\nIAR203, Digital Presentation Techniques II, Credits: 3\nIAR205, Environmental Design, Credits: 3\nIAR207, Construction and Materials I, Credits: 3\nIAR209, History of Interior Architecture and Furniture, Credits: 3\nIAR211, Preservation of Historic Interiors: History And Theory, Credits: 4\nIAR213, Human Factors And Ergonomics in Interior Design, Credits: 3"", ""role"": ""assistant""}]",Curriculum
What courses will I take in second year second semester of Architecturedepartment?,"[{""content"": ""What courses will I take in second year second semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the second year second semester of Architecturedepartment, you will study:\n\nSecond Year - Spring Semester Courses (Year Two or 2 Second Semester):\nIAR202, Interior Design Studio II, Credits: 6\nIAR204, Digital Presentation Techniques II, Credits: 3\nIAR206, Computer Aided Drawing I, Credits: 3\nIAR208, Construction And Materials II, Credits: 3\nIAR212, Restoration, Credits: 3\nIAR214, History of Contemporary Interior Architecture and Furniture, Credits: 3\nIAR200, Summer Training II - Atelier, Credits: 0"", ""role"": ""assistant""}]",Course Information
List the second year second semester courses for Architecturedepartment,"[{""content"": ""List the second year second semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the second year second semester of Architecturedepartment, you will study:\n\nSecond Year - Spring Semester Courses (Year Two or 2 Second Semester):\nIAR202, Interior Design Studio II, Credits: 6\nIAR204, Digital Presentation Techniques II, Credits: 3\nIAR206, Computer Aided Drawing I, Credits: 3\nIAR208, Construction And Materials II, Credits: 3\nIAR212, Restoration, Credits: 3\nIAR214, History of Contemporary Interior Architecture and Furniture, Credits: 3\nIAR200, Summer Training II - Atelier, Credits: 0"", ""role"": ""assistant""}]",Curriculum
What courses will I take in third year first semester of Architecturedepartment?,"[{""content"": ""What courses will I take in third year first semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the third year first semester of Architecturedepartment, you will study:\n\nThird Year - Fall Semester Courses (Year Three or 3 First Semester):\nIAR301, Interior Design Studio III, Credits: 6\nIAR303, Advanced Digital Presentation, Credits: 4\nIAR305, Environmental Control and Mechanical Equipment, Credits: 3\nIAR307, Detailing Studio - Product Detailing, Credits: 4\nIAR309, Environmental Control, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nAIT101/AIT103, Atatürk's Principles and the History of Turkish Revolution, Credits: 2"", ""role"": ""assistant""}]",Course Information
List the third year first semester courses for Architecturedepartment,"[{""content"": ""List the third year first semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the third year first semester of Architecturedepartment, you will study:\n\nThird Year - Fall Semester Courses (Year Three or 3 First Semester):\nIAR301, Interior Design Studio III, Credits: 6\nIAR303, Advanced Digital Presentation, Credits: 4\nIAR305, Environmental Control and Mechanical Equipment, Credits: 3\nIAR307, Detailing Studio - Product Detailing, Credits: 4\nIAR309, Environmental Control, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nAIT101/AIT103, Atatürk's Principles and the History of Turkish Revolution, Credits: 2"", ""role"": ""assistant""}]",Curriculum
What courses will I take in third year second semester of Architecturedepartment?,"[{""content"": ""What courses will I take in third year second semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the third year second semester of Architecturedepartment, you will study:\n\nThird Year - Spring Semester Courses (Year Three or 3 Second Semester):\nIAR302, Interior Design Studio IV, Credits: 6\nIAR304, Furniture Design, Credits: 4\nIAR306, Universal Design: Special Use and Users, Credits: 3\nIAR308, Story of Humanities, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nAIT102/AIT104, Atatürk's Principles and the History of Turkish Revolution (II), Credits: 2\nIAR300, Summer Training III - Office, Credits: 5"", ""role"": ""assistant""}]",Course Information
List the third year second semester courses for Architecturedepartment,"[{""content"": ""List the third year second semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the third year second semester of Architecturedepartment, you will study:\n\nThird Year - Spring Semester Courses (Year Three or 3 Second Semester):\nIAR302, Interior Design Studio IV, Credits: 6\nIAR304, Furniture Design, Credits: 4\nIAR306, Universal Design: Special Use and Users, Credits: 3\nIAR308, Story of Humanities, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nAIT102/AIT104, Atatürk's Principles and the History of Turkish Revolution (II), Credits: 2\nIAR300, Summer Training III - Office, Credits: 5"", ""role"": ""assistant""}]",Curriculum
What courses will I take in fourth year first semester of Architecturedepartment?,"[{""content"": ""What courses will I take in fourth year first semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the fourth year first semester of Architecturedepartment, you will study:\n\nFourth Year - Fall Semester Courses (Year Four or 4 First Semester - Final Year First Semester):\nIAR401, Interior Design Studio V, Credits: 6\nIAR403, Theory of Interior Architecture, Credits: 3\nIAR405, Building Economics in Interior Architecture, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nGEC/GCE000, University Elective, Credits: 3"", ""role"": ""assistant""}]",Course Information
List the fourth year first semester courses for Architecturedepartment,"[{""content"": ""List the fourth year first semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the fourth year first semester of Architecturedepartment, you will study:\n\nFourth Year - Fall Semester Courses (Year Four or 4 First Semester - Final Year First Semester):\nIAR401, Interior Design Studio V, Credits: 6\nIAR403, Theory of Interior Architecture, Credits: 3\nIAR405, Building Economics in Interior Architecture, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nIAR000, Departmental Elective, Credits: 3\nGEC/GCE000, University Elective, Credits: 3"", ""role"": ""assistant""}]",Curriculum
What courses will I take in fourth year second semester of Architecturedepartment?,"[{""content"": ""What courses will I take in fourth year second semester of Architecturedepartment?"", ""role"": ""user""}, {""content"": ""In the fourth year second semester of Architecturedepartment, you will study:\n\nFourth Year - Spring Semester Courses (Year Four or 4 Second Semester - Final Year Second Semester):\nIAR402, Graduation Project, Credits: 6\nIAR404, Interior Design Professional Practice, Credits: 3\nIAR406, Portfolio Design, Credits: 3\nIAR000, Departmental Elective, Credits: 2\nFAE000, Faculty Elective, Credits: 3"", ""role"": ""assistant""}]",Course Information
List the fourth year second semester courses for Architecturedepartment,"[{""content"": ""List the fourth year second semester courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""In the fourth year second semester of Architecturedepartment, you will study:\n\nFourth Year - Spring Semester Courses (Year Four or 4 Second Semester - Final Year Second Semester):\nIAR402, Graduation Project, Credits: 6\nIAR404, Interior Design Professional Practice, Credits: 3\nIAR406, Portfolio Design, Credits: 3\nIAR000, Departmental Elective, Credits: 2\nFAE000, Faculty Elective, Credits: 3"", ""role"": ""assistant""}]",Curriculum
What career opportunities are available after graduating from Architecturedepartment?,"[{""content"": ""What career opportunities are available after graduating from Architecturedepartment?"", ""role"": ""user""}, {""content"": ""Architecture Department Program Overview:\nBachelor's Degree program focusing on architectural design, interior architecture, and spatial planning.\nCombines artistic design principles with technical knowledge and professional practice.\nIncludes design studios, technical courses, and professional training.\nPrepares students for careers in architecture, interior design, and related fields.\n\nCareer Opportunities for Architecture Graduates:\nArchitect\nInterior Architect\nUrban Designer\nSpace Planner\nArchitectural Designer\nProject Manager\nDesign Consultant\nConstruction Manager\nBuilding Information Modeling (BIM) Specialist\nSustainable Design Consultant"", ""role"": ""assistant""}]",Career Information
What jobs can I get with a Architecturedepartment degree?,"[{""content"": ""What jobs can I get with a Architecturedepartment degree?"", ""role"": ""user""}, {""content"": ""Architecture Department Program Overview:\nBachelor's Degree program focusing on architectural design, interior architecture, and spatial planning.\nCombines artistic design principles with technical knowledge and professional practice.\nIncludes design studios, technical courses, and professional training.\nPrepares students for careers in architecture, interior design, and related fields.\n\nCareer Opportunities for Architecture Graduates:\nArchitect\nInterior Architect\nUrban Designer\nSpace Planner\nArchitectural Designer\nProject Manager\nDesign Consultant\nConstruction Manager\nBuilding Information Modeling (BIM) Specialist\nSustainable Design Consultant"", ""role"": ""assistant""}]",Career Information
What can I do after graduating from Architecturedepartment?,"[{""content"": ""What can I do after graduating from Architecturedepartment?"", ""role"": ""user""}, {""content"": ""Architecture Department Program Overview:\nBachelor's Degree program focusing on architectural design, interior architecture, and spatial planning.\nCombines artistic design principles with technical knowledge and professional practice.\nIncludes design studios, technical courses, and professional training.\nPrepares students for careers in architecture, interior design, and related fields.\n\nCareer Opportunities for Architecture Graduates:\nArchitect\nInterior Architect\nUrban Designer\nSpace Planner\nArchitectural Designer\nProject Manager\nDesign Consultant\nConstruction Manager\nBuilding Information Modeling (BIM) Specialist\nSustainable Design Consultant"", ""role"": ""assistant""}]",Career Information
What elective courses are available in the Architecturedepartment program?,"[{""content"": ""What elective courses are available in the Architecturedepartment program?"", ""role"": ""user""}, {""content"": ""The Architecturedepartment program offers the following elective courses:\n\nFirst Year - Spring Semester Courses (Year One or 1 Second Semester):\nIAR102, Basics of Interior Design II, Credits: 6\nIAR104, Space Planning, Credits: 3\nIAR106, Descriptive Geometry, Credits: 3\nGCE/GEC000, University Elective, Credits: 2\nENG102, Foreign Language II, Credits: 3\nTUR/YIT102, Turkish Language II, Credits: 2\nINAR100, Summer Training I: Construction, Credits: 0\nCAR100, Carrier Planning, Credits: 0"", ""role"": ""assistant""}]",Course Information
Tell me about elective courses for Architecturedepartment,"[{""content"": ""Tell me about elective courses for Architecturedepartment"", ""role"": ""user""}, {""content"": ""The Architecturedepartment program offers the following elective courses:\n\nFirst Year - Spring Semester Courses (Year One or 1 Second Semester):\nIAR102, Basics of Interior Design II, Credits: 6\nIAR104, Space Planning, Credits: 3\nIAR106, Descriptive Geometry, Credits: 3\nGCE/GEC000, University Elective, Credits: 2\nENG102, Foreign Language II, Credits: 3\nTUR/YIT102, Turkish Language II, Credits: 2\nINAR100, Summer Training I: Construction, Credits: 0\nCAR100, Carrier Planning, Credits: 0"", ""role"": ""assistant""}]",Course Information
Can you describe some key courses in Architecturedepartment?,"[{""content"": ""Can you describe some key courses in Architecturedepartment?"", ""role"": ""user""}, {""content"": ""Here are descriptions of key courses in Architecturedepartment:\n\nCourse Descriptions - Core Design Studio Courses:\n\nIAR101, Basics Of Interior Design I, Credits: 6\nFundamental principles of interior design, basic design concepts, spatial organization, and introductory design projects.\n\nIAR102, Basics of Interior Design II, Credits: 6\nContinuation of basic interior design principles with more complex spatial problems and design solutions.\n\nIAR201, Interior Design Studio I, Credits: 6\nIntermediate level interior design projects focusing on residential spaces and small-scale commercial projects.\n\nIAR202, Interior Design Studio II, Credits: 6\nAdvanced residential and commercial interior design projects with emphasis on technical integration.\n\nIAR301, Interior Design Studio III, Credits: 6\nComplex interior design projects involving specialized spaces and integrated building systems.\n\nIAR302, Interior Design Studio IV, Credits: 6\nAdvanced interior architecture projects with focus on innovative design solutions and comprehensive technical integration.\n\nIAR401, Interior Design Studio V, Credits: 6\nProfessional level interior design projects demonstrating comprehensive design capabilities and technical proficiency.\n\nIAR402, Graduation Project, Credits: 6\nCapstone project demonstrating comprehensive knowledge and skills in interior architecture and design."", ""role"": ""assistant""}]",Course Details
What are the main courses in Architecturedepartment?,"[{""content"": ""What are the main courses in Architecturedepartment?"", ""role"": ""user""}, {""content"": ""Here are descriptions of key courses in Architecturedepartment:\n\nCourse Descriptions - Core Design Studio Courses:\n\nIAR101, Basics Of Interior Design I, Credits: 6\nFundamental principles of interior design, basic design concepts, spatial organization, and introductory design projects.\n\nIAR102, Basics of Interior Design II, Credits: 6\nContinuation of basic interior design principles with more complex spatial problems and design solutions.\n\nIAR201, Interior Design Studio I, Credits: 6\nIntermediate level interior design projects focusing on residential spaces and small-scale commercial projects.\n\nIAR202, Interior Design Studio II, Credits: 6\nAdvanced residential and commercial interior design projects with emphasis on technical integration.\n\nIAR301, Interior Design Studio III, Credits: 6\nComplex interior design projects involving specialized spaces and integrated building systems.\n\nIAR302, Interior Design Studio IV, Credits: 6\nAdvanced interior architecture projects with focus on innovative design solutions and comprehensive technical integration.\n\nIAR401, Interior Design Studio V, Credits: 6\nProfessional level interior design projects demonstrating comprehensive design capabilities and technical proficiency.\n\nIAR402, Graduation Project, Credits: 6\nCapstone project demonstrating comprehensive knowledge and skills in interior architecture and design."", ""role"": ""assistant""}]",Course Details
